Time 'S-S'_Phase
212.149 0.185443
214.15 0.388816
216.15 0.529183
218.15 0.479491
220.15 0.250323
222.15 0.517401
224.15 0.457155
226.149 0.502527
228.149 0.515947
230.15 0.0241793
278.301 0.220835
280.301 0.414028
282.301 0.469701
284.302 0.514791
286.302 0.507348
288.302 0.489356
290.301 0.545263
292.301 0.400532
294.301 0.530324
369.566 0.190604
371.565 0.489385
373.565 0.217854
373.565 0.946071
377.566 0.50877
379.566 0.501357
381.566 0.557269
383.566 0.528694
