Time 'S-S'_Phase
84.247 0.0778983
86.2469 0.041758
86.2469 0.990005
90.2467 0.00690033
90.2467 0.955211
94.2464 0.0116242
94.2464 0.954705
98.2461 0.00638366
98.2461 0.997136
100.247 0.940895
187.926 0.0397333
187.926 0.883994
189.926 0.923977
191.926 0.889904
193.926 0.912328
195.926 0.960881
197.926 0.948027
199.926 0.890453
201.926 0.895019
203.926 0.857916
271.437 0.0611635
271.437 0.867808
273.437 0.871565
275.437 0.858747
277.437 0.891507
279.437 0.898465
281.437 0.836472
285.437 0.000289532
285.437 0.833839
287.437 0.93452
