Time 'S-S'_Phase
1.43647 0.119303
1.43647 0.91036
3.43634 0.879743
5.43632 0.89572
7.43614 0.701946
9.43699 0.888364
154.723 0.16448
154.723 0.807873
156.724 0.738433
158.724 0.8164
160.724 0.964175
164.723 0.00344281
164.723 0.918607
166.723 0.996544
314.971 0.110339
314.971 0.97897
316.971 0.723474
318.971 0.832495
320.97 0.933733
322.97 0.957481
324.97 0.981199
326.97 0.97386
328.97 0.966054
332.971 0.000565313
488.937 0.0830808
488.937 0.540641
490.937 0.424749
492.937 0.696638
494.937 0.696734
496.938 0.999497
498.938 0.999923
502.938 0.000376513
502.938 0.985287
