Time 'S-S'_Phase
2.90046 0.138357
4.90025 0.48391
6.9001 0.464661
8.90005 0.469654
10.9002 0.506883
12.9009 0.536125
14.9006 0.541213
16.9006 0.570599
18.9004 0.616211
20.9003 0.0180297
333.338 0.131342
335.338 0.160704
337.338 0.230539
339.339 0.486475
341.338 0.515873
343.338 0.480419
406.474 0.132686
408.474 0.267467
408.474 0.761909
410.474 0.434675
412.474 0.472156
414.474 0.566389
416.474 0.571502
