Time 'S-S'_Phase
6.55421 0.115032
8.5541 0.00958208
8.5541 0.83439
10.5541 0.694111
14.5538 0.471613
16.5537 0.528821
18.5535 0.492974
20.5539 0.503461
22.5542 0.525686
24.5541 0.00897898
141.441 0.0961831
141.441 0.746751
143.441 0.629714
145.44 0.617228
147.44 0.442061
149.44 0.476013
151.44 0.451913
153.44 0.520482
155.441 0.530965
157.441 0.425511
159.441 0.0127297
229.8 0.142076
229.8 0.722893
231.8 0.512906
231.8 0.942795
233.8 0.476947
235.801 0.487403
237.801 0.474922
239.8 0.474029
241.8 0.415046
243.8 0.472272
245.8 0.401686
247.8 0.00233879
