Time 'S-S'_Phase
122.842 0.0823863
124.842 0.20945
126.842 0.401818
126.842 0.96072
130.842 0.0132957
132.842 0.121756
134.843 0.00622536
136.842 0.0774526
138.842 0.120744
140.842 0.00183398
248.665 0.0623804
248.665 0.956633
252.665 0.0744167
252.665 0.717169
254.665 0.611156
256.665 0.663549
258.665 0.967675
260.665 0.955059
264.665 0.035636
266.665 0.00126365
450.528 0.0531977
450.528 0.379233
452.528 0.60886
454.528 0.922252
456.528 0.891011
458.528 0.869103
460.527 0.902621
464.528 0.0483413
464.528 0.961232
