Time 'S-S'_Phase
6.55421 0.0569447
6.55421 0.649439
8.5541 0.625283
10.5541 0.624402
12.5539 0.704857
14.5538 0.808517
16.5537 0.958686
20.5539 0.0040208
20.5539 0.898366
24.5541 0.000233021
141.441 0.0729489
141.441 0.630578
143.441 0.571623
145.44 0.745022
147.44 0.941596
149.44 0.952346
153.44 0.0327903
153.44 0.996561
155.441 0.867872
157.441 0.785651
229.8 0.0607621
229.8 0.618346
231.8 0.698803
233.8 0.929783
235.801 0.95212
237.801 0.939637
241.8 0.984325
243.8 0.995072
247.8 3.28963e-005
