Time 'S-S'_Phase
122.842 0.0790984
122.842 0.985554
124.842 0.720184
128.842 0.129815
130.842 0.0629249
132.842 0.0456974
134.843 0.186791
136.842 0.0702837
136.842 0.953778
140.842 0.00213834
248.665 0.113615
250.665 0.0268975
252.665 0.108909
254.665 0.131345
256.665 0.0839463
258.665 0.00709721
258.665 0.950191
260.665 0.803897
262.665 0.568285
266.665 0.000731549
450.528 0.122658
452.528 0.373486
454.528 0.217288
456.528 0.100746
458.528 0.103362
460.527 0.135706
462.528 0.177599
464.528 0.0114744
466.528 0.0637428
