Time 'S-S'_Phase
7.81948 0.116673
7.81948 0.82495
9.81934 0.651265
11.8192 0.713691
13.819 0.801888
17.8198 0.034733
19.8197 0.0577874
21.8196 0.172653
23.8194 0.208844
25.8194 0.0085383
92.4189 0.0745263
92.4189 0.966425
94.4188 0.845232
96.4186 0.750191
98.4186 0.681121
100.419 0.690915
102.419 0.399164
104.419 0.264814
106.419 0.655181
108.419 0.756925
220.594 0.107722
222.594 0.825938
224.594 0.744065
226.594 0.465449
228.594 0.829094
230.595 0.720939
234.594 0.137481
236.594 0.21298
