Time 'S-S'_Phase
7.81948 0.457696
9.81934 0.284014
11.8192 0.280845
13.819 0.120232
15.82 0.155919
17.8198 0.152778
17.8198 0.585608
19.8197 0.582427
21.8196 0.644848
25.8194 0.00263047
92.4189 0.46801
94.4188 0.281221
96.4186 0.540349
98.4186 0.248477
100.419 0.140045
102.419 0.0975061
104.419 0.172996
106.419 0.602715
108.419 0.651999
220.594 0.356928
222.594 0.248828
224.594 0.140725
226.594 0.22936
228.594 0.698001
230.595 0.353669
232.594 0.258711
234.594 0.0719025
236.594 0.173629
