Time 'S-S'_Phase
1.69959 0.132716
3.6995 0.219959
5.70044 0.149717
7.70017 0.171646
9.7001 0.154195
11.7 0.529782
13.6999 0.551627
15.6998 0.494905
17.6996 0.529906
19.6994 0.0139692
93.0667 0.142241
95.0666 0.229615
97.0665 0.604919
99.0673 0.456284
101.067 0.491222
103.067 0.52618
105.067 0.377747
107.067 0.438927
109.067 0.369082
111.067 0.00667083
165.426 0.144967
167.427 0.520099
169.427 0.43714
171.427 0.288737
173.427 0.17961
175.426 0.542086
177.426 0.550851
179.426 0.363106
181.426 0.515733
